token,count,len,noise_reason,label,review_flag,document_support,candidate_source,extra_filter_reason,candidate_status
vachirarama,3,11,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
vachiri,15,7,,shona_candidate,,15,deterministic,,candidate_missing_from_base_lexicon
vachisiya,3,9,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
vachitaura,3,10,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
vachiti,15,7,,shona_candidate,,15,deterministic,,candidate_missing_from_base_lexicon
vachitsvaga,3,11,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
vacho,65,5,,shona_candidate,,65,deterministic,,candidate_missing_from_base_lexicon
vaconstantino,7,13,,shona_candidate,,7,deterministic,,candidate_missing_from_base_lexicon
vadii,3,5,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
vadiki,12,6,,shona_candidate,,12,deterministic,,candidate_missing_from_base_lexicon
vadya,3,5,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
vadzidzi,5,8,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
vaende,8,6,,shona_candidate,,8,deterministic,,candidate_missing_from_base_lexicon
vafa,3,4,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
vafana,4,6,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
vafunga,3,7,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
vagadziri,3,9,,shona_candidate,,2,deterministic,,candidate_missing_from_base_lexicon
vagadzirise,9,11,,shona_candidate,,5,deterministic,,candidate_missing_from_base_lexicon
vagara,5,6,,shona_candidate,,5,deterministic,,candidate_missing_from_base_lexicon
vagare,3,6,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
vagari,17,6,,shona_candidate,,17,deterministic,,candidate_missing_from_base_lexicon
vahanzvadzi,3,11,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
vaida,3,5,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
vaimbove,3,8,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
vaine,8,5,,shona_candidate,,8,deterministic,,candidate_missing_from_base_lexicon
vainzi,4,6,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
vaisada,3,7,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
vaita,9,5,,shona_candidate,,9,deterministic,,candidate_missing_from_base_lexicon
vaite,17,5,,shona_candidate,,16,deterministic,,candidate_missing_from_base_lexicon
vaiti,6,5,,shona_candidate,,6,deterministic,,candidate_missing_from_base_lexicon
vaiva,3,5,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
vaive,9,5,,shona_candidate,,9,deterministic,,candidate_missing_from_base_lexicon
vajaira,5,7,,shona_candidate,,5,deterministic,,candidate_missing_from_base_lexicon
vaka,3,4,,shona_candidate,,3,deterministic,already_in_base_lexicon,already_in_base_lexicon
vakabva,3,7,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
vakadai,16,7,,shona_candidate,,15,deterministic,,candidate_missing_from_base_lexicon
vakadaro,6,8,,shona_candidate,,6,deterministic,,candidate_missing_from_base_lexicon
vakadimburwa,3,12,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
vakadya,4,7,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
vakadzi,19,7,,shona_candidate,,19,deterministic,already_in_base_lexicon,already_in_base_lexicon
vakadzidza,6,10,,shona_candidate,,6,deterministic,,candidate_missing_from_base_lexicon
vakadzokera,3,11,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
vakaenda,8,8,,shona_candidate,,7,deterministic,,candidate_missing_from_base_lexicon
vakafa,3,6,,shona_candidate,,3,deterministic,already_in_base_lexicon,already_in_base_lexicon
vakafanana,4,10,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
vakafira,4,8,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
vakaita,10,7,,shona_candidate,,10,deterministic,,candidate_missing_from_base_lexicon
vakakuona,3,9,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
vakamboita,3,10,,shona_candidate,,2,deterministic,,candidate_missing_from_base_lexicon
vakamirira,3,10,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
vakanaka,15,8,,shona_candidate,,14,deterministic,,candidate_missing_from_base_lexicon
vakananga,6,9,,shona_candidate,,6,deterministic,,candidate_missing_from_base_lexicon
vakangwara,3,10,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
vakanzi,3,7,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
vakaoma,3,7,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
vakapa,3,6,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
vakapedza,3,9,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
vakapfeka,7,9,,shona_candidate,,7,deterministic,already_in_base_lexicon,already_in_base_lexicon
vakapusa,6,8,,shona_candidate,,6,deterministic,,candidate_missing_from_base_lexicon
vakaronga,3,9,,shona_candidate,,2,deterministic,,candidate_missing_from_base_lexicon
vakaroora,5,9,,shona_candidate,,5,deterministic,,candidate_missing_from_base_lexicon
vakaroorana,4,11,,shona_candidate,,2,deterministic,,candidate_missing_from_base_lexicon
vakaroorwa,6,10,,shona_candidate,,5,deterministic,,candidate_missing_from_base_lexicon
vakasaina,4,9,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
vakashaya,7,9,,shona_candidate,,7,deterministic,,candidate_missing_from_base_lexicon
vakatanga,3,9,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
vakatarisa,3,10,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
vakati,10,6,,shona_candidate,,10,deterministic,,candidate_missing_from_base_lexicon
vakatsamwa,3,10,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
vakawanda,17,9,,shona_candidate,,17,deterministic,,candidate_missing_from_base_lexicon
vakazara,3,8,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
vakazvipira,4,11,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
vake,46,4,,shona_candidate,,43,deterministic,,candidate_missing_from_base_lexicon
vako,107,4,,shona_candidate,,105,deterministic,,candidate_missing_from_base_lexicon
vakomana,20,8,,shona_candidate,,20,deterministic,,candidate_missing_from_base_lexicon
vaku,3,4,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
vakuda,12,6,,shona_candidate,,12,deterministic,,candidate_missing_from_base_lexicon
vakuenda,3,8,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
vakufunga,3,9,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
vakuita,4,7,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
vakumbira,3,9,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
vakura,4,6,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
vakuru,38,6,,shona_candidate,,36,deterministic,,candidate_missing_from_base_lexicon
vakuti,4,6,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
vakutsvaga,3,10,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
vakuuya,4,7,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
vakuziva,5,8,,shona_candidate,,5,deterministic,,candidate_missing_from_base_lexicon
vamwe,158,5,,shona_candidate,,151,deterministic,already_in_base_lexicon,already_in_base_lexicon
vana,622,4,,shona_candidate,,585,deterministic,,candidate_missing_from_base_lexicon
vandiri,3,7,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
vane,164,4,english_frequency,noise_rule,,156,rag_recovered,,candidate_missing_from_base_lexicon
vanelson,8,8,,shona_candidate,,8,deterministic,,candidate_missing_from_base_lexicon
vanenge,31,7,,shona_candidate,,30,deterministic,,candidate_missing_from_base_lexicon
vaneta,3,6,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
vanga,14,5,,shona_candidate,suspected_non_content_seed,14,deterministic,already_in_base_lexicon,already_in_base_lexicon
vangani,14,7,,shona_candidate,,13,deterministic,,candidate_missing_from_base_lexicon
vangu,70,5,,shona_candidate,,66,deterministic,,candidate_missing_from_base_lexicon
vanhu,1942,5,,shona_candidate,,1846,deterministic,already_in_base_lexicon,already_in_base_lexicon
vano,12,4,,shona_candidate,suspected_non_content_seed,12,deterministic,,candidate_missing_from_base_lexicon
vanobata,6,8,,shona_candidate,,6,deterministic,,candidate_missing_from_base_lexicon
vanobhowa,4,9,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
vanobuda,5,8,,shona_candidate,,5,deterministic,,candidate_missing_from_base_lexicon
vanobva,4,7,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
vanochema,3,9,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
vanoda,54,6,,shona_candidate,,50,deterministic,,candidate_missing_from_base_lexicon
vanodiwa,4,8,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
vanodya,6,7,,shona_candidate,,5,deterministic,,candidate_missing_from_base_lexicon
vanodzidza,3,10,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
vanoenda,8,8,,shona_candidate,,8,deterministic,,candidate_missing_from_base_lexicon
vanofanira,6,10,,shona_candidate,,6,deterministic,,candidate_missing_from_base_lexicon
vanofunga,7,9,,shona_candidate,,7,deterministic,,candidate_missing_from_base_lexicon
vanogara,5,8,,shona_candidate,,5,deterministic,,candidate_missing_from_base_lexicon
vanogeza,3,8,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
vanogona,11,8,,shona_candidate,,11,deterministic,,candidate_missing_from_base_lexicon
vanohura,3,8,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
vanoimba,4,8,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
vanoisa,4,7,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
vanoita,18,7,,shona_candidate,,18,deterministic,,candidate_missing_from_base_lexicon
vanojairira,7,11,,shona_candidate,,7,deterministic,,candidate_missing_from_base_lexicon
vanokumbira,3,11,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
vanokura,3,8,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
vanonamatira,3,12,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
vanonwa,3,7,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
vanonyepa,4,9,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
vanonyora,3,9,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
vanonzi,7,7,,shona_candidate,,7,deterministic,,candidate_missing_from_base_lexicon
vanonzwa,6,8,,shona_candidate,,6,deterministic,,candidate_missing_from_base_lexicon
vanoona,4,7,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
vanopa,3,6,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
vanopenga,6,9,,shona_candidate,,6,deterministic,,candidate_missing_from_base_lexicon
vanopfeka,3,9,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
vanopikisa,4,10,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
vanopinda,5,9,,shona_candidate,,5,deterministic,,candidate_missing_from_base_lexicon
vanorarama,3,10,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
vanorova,3,8,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
vanoroya,4,8,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
vanorwirawo,4,11,,shona_candidate,,2,deterministic,,candidate_missing_from_base_lexicon
vanoshamisa,3,11,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
vanoshaya,3,9,,shona_candidate,,3,deterministic,already_in_base_lexicon,already_in_base_lexicon
vanosiyana,3,10,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
vanosvika,3,9,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
vanotaura,5,9,,shona_candidate,,5,deterministic,,candidate_missing_from_base_lexicon
vanoti,19,6,,shona_candidate,,18,deterministic,,candidate_missing_from_base_lexicon
vanotonga,5,9,,shona_candidate,,5,deterministic,,candidate_missing_from_base_lexicon
vanotora,7,8,,shona_candidate,,6,deterministic,,candidate_missing_from_base_lexicon
vanotsvaga,5,10,,shona_candidate,,5,deterministic,,candidate_missing_from_base_lexicon
vanotya,3,7,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
vanotyisa,4,9,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
vanouya,3,7,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
vanovhunduka,3,12,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
vanowana,4,8,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
vanoziva,7,8,,shona_candidate,,7,deterministic,,candidate_missing_from_base_lexicon
vanyori,5,7,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
vanzwa,4,6,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
vaona,4,5,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
vaone,6,5,,shona_candidate,,6,deterministic,,candidate_missing_from_base_lexicon
vapedza,5,7,,shona_candidate,,5,deterministic,,candidate_missing_from_base_lexicon
vapenyu,5,7,,shona_candidate,,5,deterministic,already_in_base_lexicon,already_in_base_lexicon
vapera,3,6,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
vapfana,7,7,,shona_candidate,,6,deterministic,,candidate_missing_from_base_lexicon
vapfanha,5,8,,shona_candidate,,5,deterministic,,candidate_missing_from_base_lexicon
vapi,3,4,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
varamba,4,7,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
variko,13,6,,shona_candidate,,11,deterministic,,candidate_missing_from_base_lexicon
variku,8,6,,shona_candidate,,8,deterministic,,candidate_missing_from_base_lexicon
varikuda,3,8,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
varikungo,3,9,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
varikushaya,4,11,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
varikuti,7,8,,shona_candidate,,7,deterministic,,candidate_missing_from_base_lexicon
varikutiza,3,10,,shona_candidate,,2,deterministic,,candidate_missing_from_base_lexicon
varimi,3,6,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
varimo,3,6,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
varipi,7,6,,shona_candidate,,7,deterministic,,candidate_missing_from_base_lexicon
varipo,12,6,,shona_candidate,,12,deterministic,,candidate_missing_from_base_lexicon
varombo,9,7,,shona_candidate,,9,deterministic,already_in_base_lexicon,already_in_base_lexicon
varume,68,6,,shona_candidate,,65,deterministic,,candidate_missing_from_base_lexicon
varungu,16,7,,shona_candidate,identity_term,16,deterministic,,candidate_missing_from_base_lexicon
vasadaro,5,8,,shona_candidate,,5,deterministic,,candidate_missing_from_base_lexicon
vasatani,5,8,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
vasati,5,6,,shona_candidate,,5,deterministic,,candidate_missing_from_base_lexicon
vashadhaya,3,10,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
vashe,5,5,,shona_candidate,,5,deterministic,,candidate_missing_from_base_lexicon
vashoma,6,7,,shona_candidate,,6,deterministic,,candidate_missing_from_base_lexicon
vasikana,21,8,,shona_candidate,,21,deterministic,,candidate_missing_from_base_lexicon
vasina,49,6,,shona_candidate,,49,deterministic,,candidate_missing_from_base_lexicon
vasiri,15,6,,shona_candidate,,13,deterministic,,candidate_missing_from_base_lexicon
vaskana,3,7,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
vatanga,17,7,,shona_candidate,,17,deterministic,,candidate_missing_from_base_lexicon
vatange,3,7,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
vatatu,5,6,,shona_candidate,,5,deterministic,,candidate_missing_from_base_lexicon
vatema,6,6,,shona_candidate,identity_term,6,deterministic,,candidate_missing_from_base_lexicon
vatendi,3,7,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
vatete,5,6,,shona_candidate,,5,deterministic,,candidate_missing_from_base_lexicon
vati,4,4,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
vatongi,4,7,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
vatore,3,6,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
vatori,8,6,,shona_candidate,,8,deterministic,,candidate_missing_from_base_lexicon
vatumwa,3,7,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
vatungamiri,7,11,,shona_candidate,,7,deterministic,,candidate_missing_from_base_lexicon
vaudze,4,6,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
vaungana,3,8,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
vauya,4,5,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
vauye,5,5,,shona_candidate,,5,deterministic,,candidate_missing_from_base_lexicon
vava,6,4,,shona_candidate,,6,deterministic,,candidate_missing_from_base_lexicon
vave,19,4,,shona_candidate,,19,deterministic,,candidate_missing_from_base_lexicon
vaviri,4,6,,shona_candidate,,4,deterministic,already_in_base_lexicon,already_in_base_lexicon
vavo,27,4,,shona_candidate,,25,deterministic,,candidate_missing_from_base_lexicon
vawanda,4,7,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
vawane,6,6,,shona_candidate,,6,deterministic,,candidate_missing_from_base_lexicon
vawo,3,4,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
vaya,22,4,,shona_candidate,,21,deterministic,,candidate_missing_from_base_lexicon
vaye,15,4,,shona_candidate,,14,deterministic,,candidate_missing_from_base_lexicon
vayo,6,4,,shona_candidate,,6,deterministic,,candidate_missing_from_base_lexicon
vazhinji,17,8,,shona_candidate,,17,deterministic,already_in_base_lexicon,already_in_base_lexicon
vazive,3,6,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
vazorore,4,8,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
vebenzi,3,7,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
vecc,4,4,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
vechidiki,18,9,,shona_candidate,,14,deterministic,,candidate_missing_from_base_lexicon
vedu,57,4,,shona_candidate,,54,deterministic,,candidate_missing_from_base_lexicon
veduwe,17,6,,shona_candidate,,17,deterministic,,candidate_missing_from_base_lexicon
veduwee,6,7,,shona_candidate,,6,deterministic,,candidate_missing_from_base_lexicon
vega,15,4,english_frequency,noise_rule,,15,rag_recovered,,candidate_missing_from_base_lexicon
veharare,6,8,,shona_candidate,,6,deterministic,,candidate_missing_from_base_lexicon
veko,4,4,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
veku,16,4,,shona_candidate,,16,deterministic,,candidate_missing_from_base_lexicon
vekuchitungwiza,3,15,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
vekumasvingo,3,12,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
vekumba,3,7,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
vekuti,3,6,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
vekuziva,3,8,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
vele,3,4,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
vema,6,4,,shona_candidate,,5,deterministic,,candidate_missing_from_base_lexicon
vemazuva,3,8,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
vemba,3,5,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
vembwa,7,6,,shona_candidate,,7,deterministic,,candidate_missing_from_base_lexicon
vemuafrica,3,10,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
vemuharare,8,10,,shona_candidate,,8,deterministic,,candidate_missing_from_base_lexicon
vemuzim,3,7,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
vemuzimbabwe,5,12,,shona_candidate,,5,deterministic,,candidate_missing_from_base_lexicon
vemwana,4,7,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
venyu,31,5,,shona_candidate,,31,deterministic,,candidate_missing_from_base_lexicon
venzvimbo,3,9,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
vepa,9,4,,shona_candidate,,9,deterministic,,candidate_missing_from_base_lexicon
vepano,10,6,,shona_candidate,,10,deterministic,,candidate_missing_from_base_lexicon
vesangano,4,9,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
vese,88,4,,shona_candidate,,85,deterministic,,candidate_missing_from_base_lexicon
vevamwe,15,7,,shona_candidate,,15,deterministic,,candidate_missing_from_base_lexicon
vevana,5,6,,shona_candidate,,5,deterministic,,candidate_missing_from_base_lexicon
vevanhu,24,7,,shona_candidate,,24,deterministic,,candidate_missing_from_base_lexicon
vevhu,24,5,,shona_candidate,,23,deterministic,,candidate_missing_from_base_lexicon
vezimbabwe,5,10,,shona_candidate,,5,deterministic,,candidate_missing_from_base_lexicon
vhidhiyo,3,8,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
vhiki,4,5,,shona_candidate,,4,deterministic,already_in_base_lexicon,already_in_base_lexicon
vhoterawo,3,9,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
vhoti,5,5,,shona_candidate,,5,deterministic,,candidate_missing_from_base_lexicon
vhura,3,5,,shona_candidate,,3,deterministic,already_in_base_lexicon,already_in_base_lexicon
vobva,6,5,,shona_candidate,,6,deterministic,,candidate_missing_from_base_lexicon
vocomplainer,3,12,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
voga,6,4,,shona_candidate,,5,deterministic,,candidate_missing_from_base_lexicon
voita,3,5,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
vorudzi,3,7,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
vose,10,4,,shona_candidate,,10,deterministic,,candidate_missing_from_base_lexicon
voti,7,4,,shona_candidate,,7,deterministic,,candidate_missing_from_base_lexicon
wababa,4,6,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
wachipo,5,7,,shona_candidate,,5,deterministic,,candidate_missing_from_base_lexicon
wacho,58,5,,shona_candidate,,58,deterministic,,candidate_missing_from_base_lexicon
wadii,7,5,,shona_candidate,,7,deterministic,,candidate_missing_from_base_lexicon
wadiwa,3,6,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
wadya,5,5,,shona_candidate,,5,deterministic,,candidate_missing_from_base_lexicon
waenda,7,6,,shona_candidate,,6,deterministic,,candidate_missing_from_base_lexicon
wafa,3,4,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
wafunga,9,7,,shona_candidate,,9,deterministic,,candidate_missing_from_base_lexicon
wagara,4,6,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
waiona,4,6,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
waita,11,5,,shona_candidate,,11,deterministic,,candidate_missing_from_base_lexicon
waiziva,3,7,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
wajaira,3,7,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
wakadya,3,7,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
wakaita,4,7,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
wakakura,3,8,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
wakamira,3,8,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
wakanaka,4,8,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
wakanyarara,5,11,,shona_candidate,,5,deterministic,,candidate_missing_from_base_lexicon
wakaona,3,7,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
wakashata,3,9,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
wakashinga,3,10,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
wakati,5,6,,shona_candidate,,5,deterministic,,candidate_missing_from_base_lexicon
wakazara,6,8,,shona_candidate,,6,deterministic,,candidate_missing_from_base_lexicon
wako,84,4,,shona_candidate,,80,deterministic,,candidate_missing_from_base_lexicon
wakuda,7,6,,shona_candidate,,7,deterministic,,candidate_missing_from_base_lexicon
wamai,19,5,,shona_candidate,,19,deterministic,,candidate_missing_from_base_lexicon
wamunoti,3,8,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
wamwari,3,7,,shona_candidate,,2,deterministic,,candidate_missing_from_base_lexicon
wanano,3,6,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
wanga,14,5,,shona_candidate,,13,deterministic,,candidate_missing_from_base_lexicon
wangu,176,5,,shona_candidate,,166,deterministic,,candidate_missing_from_base_lexicon
wani,55,4,,shona_candidate,,54,deterministic,,candidate_missing_from_base_lexicon
wanyepa,3,7,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
wanzwa,4,6,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
waona,5,5,,shona_candidate,,5,deterministic,,candidate_missing_from_base_lexicon
wapedza,8,7,,shona_candidate,,8,deterministic,,candidate_missing_from_base_lexicon
wasangana,3,9,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
wasiya,4,6,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
wasvika,4,7,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
watadza,4,7,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
watanga,3,7,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
wataura,4,7,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
wati,11,4,,shona_candidate,,11,deterministic,,candidate_missing_from_base_lexicon
watopedza,3,9,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
wauri,5,5,,shona_candidate,,5,deterministic,,candidate_missing_from_base_lexicon
wauya,4,5,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
wava,5,4,,shona_candidate,,5,deterministic,,candidate_missing_from_base_lexicon
wavo,29,4,,shona_candidate,,27,deterministic,,candidate_missing_from_base_lexicon
waya,5,4,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
webasa,3,6,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
wechikoro,7,9,,shona_candidate,,7,deterministic,,candidate_missing_from_base_lexicon
wechina,3,7,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
wecitizens,3,10,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
wedare,3,6,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
wedu,16,4,,shona_candidate,,16,deterministic,,candidate_missing_from_base_lexicon
wega,30,4,,shona_candidate,,25,deterministic,,candidate_missing_from_base_lexicon
weguta,3,6,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
wehure,3,6,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
wekenya,3,7,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
weku,4,4,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
wekuroora,3,9,,shona_candidate,,3,deterministic,,candidate_missing_from_base_lexicon
wekuti,4,6,,shona_candidate,,4,deterministic,,candidate_missing_from_base_lexicon
